antigenicity_score,antigen_prediction
0.6381,Probable Antigen
0.9958,Probable Antigen
0.3357,Probable Non-Antigen
0.7602,Probable Antigen
0.9272,Probable Antigen
0.8372,Probable Antigen
-0.0081,Probable Non-Antigen
-0.0656,Probable Non-Antigen
0.9557,Probable Antigen
-0.2635,Probable Non-Antigen
0.2953,Probable Non-Antigen
0.6127,Probable Antigen
-0.1877,Probable Non-Antigen
0.1744,Probable Non-Antigen
0.8357,Probable Antigen
0.4403,Probable Non-Antigen
-0.0442,Probable Non-Antigen
-0.321,Probable Non-Antigen
0.5043,Probable Antigen
-0.3589,Probable Non-Antigen
0.1225,Probable Non-Antigen
0.419,Probable Non-Antigen
0.669,Probable Antigen
0.1111,Probable Non-Antigen
1.8297,Probable Antigen
1.2149,Probable Antigen
1.2119,Probable Antigen
-0.5551,Probable Non-Antigen
0.5378,Probable Antigen
0.044,Probable Non-Antigen
0.2309,Probable Non-Antigen
-0.118,Probable Non-Antigen
1.6094,Probable Antigen
0.8798,Probable Antigen
0.9185,Probable Antigen
0.6339,Probable Antigen
0.1257,Probable Non-Antigen
0.0493,Probable Non-Antigen
1.2972,Probable Antigen
0.0223,Probable Non-Antigen
0.2197,Probable Non-Antigen
0.1998,Probable Non-Antigen
0.0589,Probable Non-Antigen
0.6346,Probable Antigen
0.0317,Probable Non-Antigen
0.5551,Probable Antigen
-0.2412,Probable Non-Antigen
0.065,Probable Non-Antigen
1.4716,Probable Antigen
1.1476,Probable Antigen
0.3374,Probable Non-Antigen
0.5422,Probable Antigen
0.6147,Probable Antigen
0.2636,Probable Non-Antigen
-0.1018,Probable Non-Antigen
0.5808,Probable Antigen
-0.0924,Probable Non-Antigen
0.5216,Probable Antigen
0.2026,Probable Non-Antigen
0.3416,Probable Non-Antigen
0.3577,Probable Non-Antigen
0.6433,Probable Antigen
-0.0033,Probable Non-Antigen
0.5367,Probable Antigen
-1.3338,Probable Non-Antigen
0.0877,Probable Non-Antigen
-0.0447,Probable Non-Antigen
0.482,Probable Non-Antigen
0.5817,Probable Antigen
-0.0617,Probable Non-Antigen
0.1009,Probable Non-Antigen
0.6844,Probable Antigen
0.2713,Probable Non-Antigen
0.3755,Probable Non-Antigen
0.4796,Probable Non-Antigen
0.5411,Probable Antigen
0.7143,Probable Antigen
0.4047,Probable Non-Antigen
0.2707,Probable Non-Antigen
0.1522,Probable Non-Antigen
0.765,Probable Antigen
0.3861,Probable Non-Antigen
-0.2126,Probable Non-Antigen
0.3653,Probable Non-Antigen
1.3962,Probable Antigen
0.2557,Probable Non-Antigen
0.5056,Probable Antigen
0.6909,Probable Antigen
0.5781,Probable Antigen
0.1118,Probable Non-Antigen
0.2799,Probable Non-Antigen
1.708,Probable Antigen
0.1086,Probable Non-Antigen
0.1232,Probable Non-Antigen
0.6067,Probable Antigen
0.5611,Probable Antigen
1.1514,Probable Antigen
0.054,Probable Non-Antigen
0.7125,Probable Antigen
0.3048,Probable Non-Antigen
0.5497,Probable Antigen
0.4051,Probable Non-Antigen
-0.1728,Probable Non-Antigen
1.0239,Probable Antigen
0.1366,Probable Non-Antigen
0.9457,Probable Antigen
0.6761,Probable Antigen
0.8575,Probable Antigen
-0.2754,Probable Non-Antigen
0.5937,Probable Antigen
1.5772,Probable Antigen
0.4311,Probable Non-Antigen
-0.7572,Probable Non-Antigen
0.0625,Probable Non-Antigen
0.7432,Probable Antigen
1.0982,Probable Antigen
0.0072,Probable Non-Antigen
0.2044,Probable Non-Antigen
0.9911,Probable Antigen
2.1899,Probable Antigen
0.4908,Probable Non-Antigen
0.4078,Probable Non-Antigen
0.0903,Probable Non-Antigen
-0.1604,Probable Non-Antigen
-0.1475,Probable Non-Antigen
0.0301,Probable Non-Antigen
0.525,Probable Antigen
-0.1788,Probable Non-Antigen
0.7376,Probable Antigen
1.1148,Probable Antigen
0.6306,Probable Antigen
0.4918,Probable Non-Antigen
-0.455,Probable Non-Antigen
1.6578,Probable Antigen
0.0256,Probable Non-Antigen
0.7206,Probable Antigen
0.9386,Probable Antigen
0.2099,Probable Non-Antigen
-0.2075,Probable Non-Antigen
0.3781,Probable Non-Antigen
-0.1157,Probable Non-Antigen
-0.5336,Probable Non-Antigen
1.0509,Probable Antigen
0.7633,Probable Antigen
0.5932,Probable Antigen
-0.0848,Probable Non-Antigen
0.5166,Probable Antigen
-0.8692,Probable Non-Antigen
0.4619,Probable Non-Antigen
1.6172,Probable Antigen
0.4579,Probable Non-Antigen
0.0542,Probable Non-Antigen
0.0158,Probable Non-Antigen
0.5713,Probable Antigen
-0.3695,Probable Non-Antigen
0.8067,Probable Antigen
0.6393,Probable Antigen
-0.6245,Probable Non-Antigen
-0.0588,Probable Non-Antigen
0.4536,Probable Non-Antigen
0.8985,Probable Antigen
0.1146,Probable Non-Antigen
-0.2168,Probable Non-Antigen
0.1954,Probable Non-Antigen
0.1472,Probable Non-Antigen
0.5621,Probable Antigen
-0.3098,Probable Non-Antigen
0.751,Probable Antigen
0.3364,Probable Non-Antigen
0.2537,Probable Non-Antigen
0.515,Probable Antigen
1.097,Probable Antigen
1.7332,Probable Antigen
-0.1626,Probable Non-Antigen
-0.5744,Probable Non-Antigen
0.1508,Probable Non-Antigen
0.4825,Probable Non-Antigen
0.3679,Probable Non-Antigen
0.0845,Probable Non-Antigen
-0.2777,Probable Non-Antigen
0.0707,Probable Non-Antigen
0.5626,Probable Antigen
0.4365,Probable Non-Antigen
0.1867,Probable Non-Antigen
0.6638,Probable Antigen
1.8489,Probable Antigen
-0.1094,Probable Non-Antigen
0.8515,Probable Antigen
0.9246,Probable Antigen
0.1484,Probable Non-Antigen
0.5632,Probable Antigen
-0.1085,Probable Non-Antigen
0.6395,Probable Antigen
1.0488,Probable Antigen
0.2133,Probable Non-Antigen
0.3009,Probable Non-Antigen
0.8114,Probable Antigen
1.0727,Probable Antigen
0.5828,Probable Antigen
0.3085,Probable Non-Antigen
-0.3317,Probable Non-Antigen
0.1672,Probable Non-Antigen
0.0251,Probable Non-Antigen
0.3882,Probable Non-Antigen
0.3697,Probable Non-Antigen
1.1241,Probable Antigen
0.0692,Probable Non-Antigen
-0.4327,Probable Non-Antigen
0.5185,Probable Antigen
0.4775,Probable Non-Antigen
0.5255,Probable Antigen
1.1469,Probable Antigen
-0.0195,Probable Non-Antigen
0.4971,Probable Non-Antigen
0.2269,Probable Non-Antigen
0.2181,Probable Non-Antigen
1.2307,Probable Antigen
0.4295,Probable Non-Antigen
0.3501,Probable Non-Antigen
1.3798,Probable Antigen
1.392,Probable Antigen
0.7025,Probable Antigen
-0.2393,Probable Non-Antigen
0.4668,Probable Non-Antigen
0.8856,Probable Antigen
0.5859,Probable Antigen
-0.2031,Probable Non-Antigen
0.3526,Probable Non-Antigen
0.2109,Probable Non-Antigen
0.3824,Probable Non-Antigen
0.586,Probable Antigen
-0.0045,Probable Non-Antigen
0.3659,Probable Non-Antigen
1.189,Probable Antigen
0.3127,Probable Non-Antigen
0.1671,Probable Non-Antigen
0.6458,Probable Antigen
0.5982,Probable Antigen
1.3516,Probable Antigen
0.1985,Probable Non-Antigen
0.564,Probable Antigen
0.139,Probable Non-Antigen
0.0523,Probable Non-Antigen
0.6495,Probable Antigen
0.5944,Probable Antigen
-0.1474,Probable Non-Antigen
0.5522,Probable Antigen
0.4609,Probable Non-Antigen
0.3365,Probable Non-Antigen
0.2781,Probable Non-Antigen
0.8601,Probable Antigen
-0.4788,Probable Non-Antigen
-0.2515,Probable Non-Antigen
0.6617,Probable Antigen
0.6561,Probable Antigen
0.6305,Probable Antigen
0.4526,Probable Non-Antigen
0.0662,Probable Non-Antigen
0.9706,Probable Antigen
0.9002,Probable Antigen
0.3397,Probable Non-Antigen
0.3145,Probable Non-Antigen
0.3807,Probable Non-Antigen
0.2903,Probable Non-Antigen
-0.4405,Probable Non-Antigen
1.6536,Probable Antigen
0.2446,Probable Non-Antigen
1.4084,Probable Antigen
1.3248,Probable Antigen
-0.3357,Probable Non-Antigen
0.6413,Probable Antigen
0.4161,Probable Non-Antigen
0.2315,Probable Non-Antigen
0.243,Probable Non-Antigen
0.8291,Probable Antigen
-0.2675,Probable Non-Antigen
1.9273,Probable Antigen
0.8241,Probable Antigen
0.306,Probable Non-Antigen
0.0637,Probable Non-Antigen
0.2949,Probable Non-Antigen
1.4952,Probable Antigen
-0.345,Probable Non-Antigen
1.3461,Probable Antigen
0.2781,Probable Non-Antigen
0.7709,Probable Antigen
1.5368,Probable Antigen
0.2222,Probable Non-Antigen
-0.0423,Probable Non-Antigen
0.4964,Probable Non-Antigen
-0.3249,Probable Non-Antigen
0.1007,Probable Non-Antigen
0.131,Probable Non-Antigen
0.049,Probable Non-Antigen
1.2903,Probable Antigen
0.4041,Probable Non-Antigen
1.1329,Probable Antigen
-0.2313,Probable Non-Antigen
1.2502,Probable Antigen
-0.0403,Probable Non-Antigen
0.5519,Probable Antigen
0.9036,Probable Antigen
-0.2352,Probable Non-Antigen
0.301,Probable Non-Antigen
-0.1962,Probable Non-Antigen
-0.0846,Probable Non-Antigen
-0.1976,Probable Non-Antigen
0.8193,Probable Antigen
0.3131,Probable Non-Antigen
0.6876,Probable Antigen
0.4702,Probable Non-Antigen
0.8822,Probable Antigen
0.1355,Probable Non-Antigen
0.3045,Probable Non-Antigen
0.6207,Probable Antigen
0.3832,Probable Non-Antigen
0.2149,Probable Non-Antigen
0.7488,Probable Antigen
1.3263,Probable Antigen
0.1453,Probable Non-Antigen
0.282,Probable Non-Antigen
0.5713,Probable Antigen
-0.9601,Probable Non-Antigen
0.6621,Probable Antigen
0.8441,Probable Antigen
-0.276,Probable Non-Antigen
-0.1487,Probable Non-Antigen
0.5946,Probable Antigen
0.6726,Probable Antigen
0.4194,Probable Non-Antigen
0.8607,Probable Antigen
0.3698,Probable Non-Antigen
0.6739,Probable Antigen
-0.0328,Probable Non-Antigen
0.1794,Probable Non-Antigen
0.4992,Probable Non-Antigen
0.0295,Probable Non-Antigen
-0.1929,Probable Non-Antigen
0.2578,Probable Non-Antigen
0.7329,Probable Antigen
0.6564,Probable Antigen
0.4268,Probable Non-Antigen
0.2234,Probable Non-Antigen
0.0907,Probable Non-Antigen
0.4137,Probable Non-Antigen
0.3893,Probable Non-Antigen
0.7016,Probable Antigen
0.5763,Probable Antigen
-0.2404,Probable Non-Antigen
0.1406,Probable Non-Antigen
0.9661,Probable Antigen
0.4428,Probable Non-Antigen
-0.3203,Probable Non-Antigen
0.7462,Probable Antigen
0.3271,Probable Non-Antigen
0.0631,Probable Non-Antigen
0.7354,Probable Antigen
1.2822,Probable Antigen
-0.2473,Probable Non-Antigen
0.8097,Probable Antigen
1.1636,Probable Antigen
0.5328,Probable Antigen
1.3339,Probable Antigen
0.5998,Probable Antigen
-0.1773,Probable Non-Antigen
0.1785,Probable Non-Antigen
0.6265,Probable Antigen
0.1522,Probable Non-Antigen
0.1126,Probable Non-Antigen
0.3752,Probable Non-Antigen
-0.0845,Probable Non-Antigen
0.2034,Probable Non-Antigen
0.1351,Probable Non-Antigen
0.545,Probable Antigen
0.6619,Probable Antigen
0.0844,Probable Non-Antigen
0.3273,Probable Non-Antigen
0.3384,Probable Non-Antigen
0.651,Probable Antigen
-0.0753,Probable Non-Antigen
-0.0019,Probable Non-Antigen
-0.0762,Probable Non-Antigen
-0.0294,Probable Non-Antigen
0.5851,Probable Antigen
0.7126,Probable Antigen
0.0712,Probable Non-Antigen
0.8622,Probable Antigen
-0.1451,Probable Non-Antigen
0.0464,Probable Non-Antigen
1.6155,Probable Antigen
1.1178,Probable Antigen
0.5889,Probable Antigen
-0.1315,Probable Non-Antigen
1.2923,Probable Antigen
0.0408,Probable Non-Antigen
0.3694,Probable Non-Antigen
0.3045,Probable Non-Antigen
0.722,Probable Antigen
0.7297,Probable Antigen
0.6927,Probable Antigen
0.3438,Probable Non-Antigen
1.2441,Probable Antigen
0.797,Probable Antigen
1.4383,Probable Antigen
0.8473,Probable Antigen
0.2785,Probable Non-Antigen
0.8473,Probable Antigen
0.5132,Probable Antigen
0.5392,Probable Antigen
0.4088,Probable Non-Antigen
0.0682,Probable Non-Antigen
0.1785,Probable Non-Antigen
0.3041,Probable Non-Antigen
-0.2532,Probable Non-Antigen
0.143,Probable Non-Antigen
-0.5413,Probable Non-Antigen
0.5434,Probable Antigen
-0.3047,Probable Non-Antigen
-0.7141,Probable Non-Antigen
-0.9551,Probable Non-Antigen
-0.1094,Probable Non-Antigen
0.3456,Probable Non-Antigen
1.3989,Probable Antigen
0.0159,Probable Non-Antigen
-0.9308,Probable Non-Antigen
0.3843,Probable Non-Antigen
0.0575,Probable Non-Antigen
0.6367,Probable Antigen
0.5124,Probable Antigen
0.0972,Probable Non-Antigen
-0.0952,Probable Non-Antigen
-0.0311,Probable Non-Antigen
0.2169,Probable Non-Antigen
-0.0849,Probable Non-Antigen
0.5596,Probable Antigen
-0.0602,Probable Non-Antigen
0.9118,Probable Antigen
0.8074,Probable Antigen
0.2556,Probable Non-Antigen
0.2069,Probable Non-Antigen
-0.3077,Probable Non-Antigen
0.5964,Probable Antigen
0.7167,Probable Antigen
0.2523,Probable Non-Antigen
-0.2278,Probable Non-Antigen
0.0511,Probable Non-Antigen
1.3176,Probable Antigen
-0.2398,Probable Non-Antigen
0.3851,Probable Non-Antigen
0.6291,Probable Antigen
0.496,Probable Non-Antigen
-0.0752,Probable Non-Antigen
0.3757,Probable Non-Antigen
0.4466,Probable Non-Antigen
0.816,Probable Antigen
1.4037,Probable Antigen
-0.4472,Probable Non-Antigen
-0.8784,Probable Non-Antigen
0.5056,Probable Antigen
0.8471,Probable Antigen
0.4736,Probable Non-Antigen
0.6054,Probable Antigen
1.0,Probable Antigen
0.5643,Probable Antigen
0.2129,Probable Non-Antigen
0.2129,Probable Non-Antigen
0.2491,Probable Non-Antigen
-0.2493,Probable Non-Antigen
0.888,Probable Antigen
0.1803,Probable Non-Antigen
0.7476,Probable Antigen
1.5329,Probable Antigen
1.5546,Probable Antigen
1.518,Probable Antigen
0.1642,Probable Non-Antigen
0.6405,Probable Antigen
0.0145,Probable Non-Antigen
0.441,Probable Non-Antigen
0.7561,Probable Antigen
-0.1195,Probable Non-Antigen
0.0285,Probable Non-Antigen
0.0324,Probable Non-Antigen
-0.0412,Probable Non-Antigen
1.2394,Probable Antigen
0.0944,Probable Non-Antigen
0.0584,Probable Non-Antigen
0.6294,Probable Antigen
1.0828,Probable Antigen
-0.581,Probable Non-Antigen
0.0094,Probable Non-Antigen
0.5066,Probable Antigen
1.1883,Probable Antigen
0.2197,Probable Non-Antigen
0.0881,Probable Non-Antigen
-0.338,Probable Non-Antigen
1.625,Probable Antigen
0.4627,Probable Non-Antigen
0.3992,Probable Non-Antigen
2.2239,Probable Antigen
0.7593,Probable Antigen
0.7776,Probable Antigen
2.1488,Probable Antigen
1.3087,Probable Antigen
1.1824,Probable Antigen
-0.0917,Probable Non-Antigen
1.2748,Probable Antigen
1.2574,Probable Antigen
0.7858,Probable Antigen
-0.2983,Probable Non-Antigen
-0.3047,Probable Non-Antigen
-0.293,Probable Non-Antigen
0.3603,Probable Non-Antigen
-0.0868,Probable Non-Antigen
0.1119,Probable Non-Antigen
0.663,Probable Antigen
0.5757,Probable Antigen
0.4504,Probable Non-Antigen
0.058,Probable Non-Antigen
0.0618,Probable Non-Antigen
0.5495,Probable Antigen
1.1421,Probable Antigen
0.5225,Probable Antigen
0.2484,Probable Non-Antigen
0.179,Probable Non-Antigen
1.357,Probable Antigen
0.6539,Probable Antigen
0.4676,Probable Non-Antigen
0.2414,Probable Non-Antigen
1.1778,Probable Antigen
-0.1317,Probable Non-Antigen
0.4533,Probable Non-Antigen
1.2728,Probable Antigen
-0.3131,Probable Non-Antigen
0.4376,Probable Non-Antigen
0.4598,Probable Non-Antigen
0.342,Probable Non-Antigen
0.951,Probable Antigen
1.2189,Probable Antigen
0.5721,Probable Antigen
0.7601,Probable Antigen
-0.0441,Probable Non-Antigen
1.2114,Probable Antigen
0.1708,Probable Non-Antigen
0.4769,Probable Non-Antigen
0.7383,Probable Antigen
0.26,Probable Non-Antigen
-0.6119,Probable Non-Antigen
0.2309,Probable Non-Antigen
1.7327,Probable Antigen
-0.2624,Probable Non-Antigen
-0.3667,Probable Non-Antigen
0.3909,Probable Non-Antigen
0.5788,Probable Antigen
-0.2768,Probable Non-Antigen
0.851,Probable Antigen
0.538,Probable Antigen
0.6082,Probable Antigen
0.4091,Probable Non-Antigen
1.8211,Probable Antigen
0.9203,Probable Antigen
0.3873,Probable Non-Antigen
0.2139,Probable Non-Antigen
0.3258,Probable Non-Antigen
0.1178,Probable Non-Antigen
0.5962,Probable Antigen
0.3026,Probable Non-Antigen
0.2356,Probable Non-Antigen
-0.0488,Probable Non-Antigen
0.2622,Probable Non-Antigen
0.1229,Probable Non-Antigen
0.54,Probable Antigen
0.4597,Probable Non-Antigen
0.666,Probable Antigen
0.4264,Probable Non-Antigen
0.1536,Probable Non-Antigen
-0.1262,Probable Non-Antigen
0.8689,Probable Antigen
0.5644,Probable Antigen
0.3685,Probable Non-Antigen
0.1973,Probable Non-Antigen
0.1858,Probable Non-Antigen
0.2792,Probable Non-Antigen
0.3949,Probable Non-Antigen
0.1489,Probable Non-Antigen
0.2997,Probable Non-Antigen
0.6003,Probable Antigen
0.6573,Probable Antigen
0.2345,Probable Non-Antigen
0.3309,Probable Non-Antigen
0.2939,Probable Non-Antigen
0.5993,Probable Antigen
1.3643,Probable Antigen
0.1182,Probable Non-Antigen
0.0447,Probable Non-Antigen
0.2753,Probable Non-Antigen
2.0243,Probable Antigen
0.6833,Probable Antigen
0.3538,Probable Non-Antigen
0.1406,Probable Non-Antigen
1.2409,Probable Antigen
-0.2,Probable Non-Antigen
0.7597,Probable Antigen
0.1234,Probable Non-Antigen
0.4377,Probable Non-Antigen
1.5485,Probable Antigen
0.9855,Probable Antigen
2.1214,Probable Antigen
1.1958,Probable Antigen
0.6803,Probable Antigen
0.4337,Probable Non-Antigen
1.6035,Probable Antigen
0.6152,Probable Antigen
1.9854,Probable Antigen
0.7704,Probable Antigen
-0.0847,Probable Non-Antigen
1.1437,Probable Antigen
-0.2105,Probable Non-Antigen
1.1459,Probable Antigen
1.3346,Probable Antigen
0.4867,Probable Non-Antigen
0.5616,Probable Antigen
-0.1537,Probable Non-Antigen
-0.2088,Probable Non-Antigen
0.2705,Probable Non-Antigen
0.5633,Probable Antigen
0.8441,Probable Antigen
0.5426,Probable Antigen
1.2686,Probable Antigen
0.2737,Probable Non-Antigen
0.5374,Probable Antigen
0.8702,Probable Antigen
0.9901,Probable Antigen
0.2312,Probable Non-Antigen
0.3778,Probable Non-Antigen
-0.0372,Probable Non-Antigen
0.0775,Probable Non-Antigen
0.7978,Probable Antigen
0.0658,Probable Non-Antigen
0.562,Probable Antigen
0.2814,Probable Non-Antigen
0.3091,Probable Non-Antigen
0.3583,Probable Non-Antigen
0.3969,Probable Non-Antigen
0.7709,Probable Antigen
0.9162,Probable Antigen
-0.1084,Probable Non-Antigen
0.2322,Probable Non-Antigen
0.5471,Probable Antigen
0.0521,Probable Non-Antigen
0.2173,Probable Non-Antigen
0.3605,Probable Non-Antigen
-0.1968,Probable Non-Antigen
0.7064,Probable Antigen
1.5607,Probable Antigen
0.7081,Probable Antigen
0.1308,Probable Non-Antigen
0.2807,Probable Non-Antigen
0.217,Probable Non-Antigen
1.0113,Probable Antigen
0.2947,Probable Non-Antigen
0.818,Probable Antigen
-0.4624,Probable Non-Antigen
0.6251,Probable Antigen
1.367,Probable Antigen
0.0785,Probable Non-Antigen
-0.1717,Probable Non-Antigen
0.629,Probable Antigen
0.1398,Probable Non-Antigen
0.0174,Probable Non-Antigen
0.013,Probable Non-Antigen
-0.2267,Probable Non-Antigen
1.016,Probable Antigen
1.0404,Probable Antigen
0.8044,Probable Antigen
-0.1079,Probable Non-Antigen
1.1306,Probable Antigen
0.5057,Probable Antigen
0.2577,Probable Non-Antigen
-0.5146,Probable Non-Antigen
0.7917,Probable Antigen
0.7157,Probable Antigen
0.2645,Probable Non-Antigen
-0.0749,Probable Non-Antigen
0.8425,Probable Antigen
0.632,Probable Antigen
-0.5461,Probable Non-Antigen
0.0331,Probable Non-Antigen
0.821,Probable Antigen
0.008,Probable Non-Antigen
0.318,Probable Non-Antigen
0.6871,Probable Antigen
1.1138,Probable Antigen
0.2702,Probable Non-Antigen
1.4147,Probable Antigen
0.8998,Probable Antigen
0.7038,Probable Antigen
0.5455,Probable Antigen
-0.0561,Probable Non-Antigen
0.8134,Probable Antigen
0.5362,Probable Antigen
0.4248,Probable Non-Antigen
1.4562,Probable Antigen
0.478,Probable Non-Antigen
0.6844,Probable Antigen
0.9181,Probable Antigen
1.4692,Probable Antigen
0.3189,Probable Non-Antigen
0.789,Probable Antigen
1.0882,Probable Antigen
0.9231,Probable Antigen
0.5331,Probable Antigen
0.8587,Probable Antigen
1.0478,Probable Antigen
0.7746,Probable Antigen
0.5797,Probable Antigen
0.3284,Probable Non-Antigen
0.707,Probable Antigen
-0.5738,Probable Non-Antigen
0.0606,Probable Non-Antigen
0.2387,Probable Non-Antigen
1.0343,Probable Antigen
0.2995,Probable Non-Antigen
0.6095,Probable Antigen
1.1541,Probable Antigen
0.8133,Probable Antigen
0.7247,Probable Antigen
0.3393,Probable Non-Antigen
0.5878,Probable Antigen
0.8009,Probable Antigen
0.3406,Probable Non-Antigen
0.3221,Probable Non-Antigen
0.1544,Probable Non-Antigen
1.4953,Probable Antigen
0.7293,Probable Antigen
1.0356,Probable Antigen
0.9673,Probable Antigen
0.7254,Probable Antigen
0.1552,Probable Non-Antigen
0.1978,Probable Non-Antigen
0.4248,Probable Non-Antigen
1.5302,Probable Antigen
0.4427,Probable Non-Antigen
0.7975,Probable Antigen
0.1884,Probable Non-Antigen
0.5188,Probable Antigen
0.1913,Probable Non-Antigen
0.4442,Probable Non-Antigen
0.4489,Probable Non-Antigen
0.2229,Probable Non-Antigen
1.5957,Probable Antigen
0.8945,Probable Antigen
2.0234,Probable Antigen
0.4496,Probable Non-Antigen
-0.6805,Probable Non-Antigen
1.0137,Probable Antigen
0.4693,Probable Non-Antigen
0.2713,Probable Non-Antigen
0.7366,Probable Antigen
0.821,Probable Antigen
0.0652,Probable Non-Antigen
0.2737,Probable Non-Antigen
0.4551,Probable Non-Antigen
0.1004,Probable Non-Antigen
0.579,Probable Antigen
0.0337,Probable Non-Antigen
-0.3212,Probable Non-Antigen
0.0243,Probable Non-Antigen
-0.3554,Probable Non-Antigen
0.2619,Probable Non-Antigen
0.4574,Probable Non-Antigen
0.4987,Probable Non-Antigen
-0.7637,Probable Non-Antigen
-0.5395,Probable Non-Antigen
0.6138,Probable Antigen
0.7119,Probable Antigen
0.3282,Probable Non-Antigen
1.1918,Probable Antigen
0.722,Probable Antigen
0.5452,Probable Antigen
0.1428,Probable Non-Antigen
0.3119,Probable Non-Antigen
-0.1557,Probable Non-Antigen
0.7545,Probable Antigen
0.125,Probable Non-Antigen
-0.6998,Probable Non-Antigen
0.2071,Probable Non-Antigen
0.4749,Probable Non-Antigen
1.0317,Probable Antigen
1.0109,Probable Antigen
0.3861,Probable Non-Antigen
0.475,Probable Non-Antigen
0.1034,Probable Non-Antigen
0.8139,Probable Antigen
0.7997,Probable Antigen
0.5798,Probable Antigen
1.3957,Probable Antigen
0.3894,Probable Non-Antigen
