antigenicity_score,antigen_prediction
0.2726,Probable Non-Antigen
0.0677,Probable Non-Antigen
0.6079,Probable Antigen
0.6842,Probable Antigen
0.8456,Probable Antigen
0.7599,Probable Antigen
0.8305,Probable Antigen
0.7123,Probable Antigen
0.6823,Probable Antigen
0.609,Probable Antigen
0.4525,Probable Non-Antigen
0.4766,Probable Non-Antigen
0.4549,Probable Non-Antigen
0.5178,Probable Antigen
0.5678,Probable Antigen
0.4697,Probable Non-Antigen
0.5942,Probable Antigen
0.1588,Probable Non-Antigen
-0.1578,Probable Non-Antigen
1.1591,Probable Antigen
0.4858,Probable Non-Antigen
0.2958,Probable Non-Antigen
0.2806,Probable Non-Antigen
0.1652,Probable Non-Antigen
0.262,Probable Non-Antigen
0.2332,Probable Non-Antigen
0.352,Probable Non-Antigen
-0.245,Probable Non-Antigen
0.5408,Probable Antigen
0.6376,Probable Antigen
0.7984,Probable Antigen
0.4481,Probable Non-Antigen
0.7495,Probable Antigen
0.406,Probable Non-Antigen
0.5858,Probable Antigen
0.4141,Probable Non-Antigen
0.6531,Probable Antigen
0.3131,Probable Non-Antigen
0.3664,Probable Non-Antigen
0.3884,Probable Non-Antigen
0.1067,Probable Non-Antigen
0.1522,Probable Non-Antigen
0.2497,Probable Non-Antigen
0.4688,Probable Non-Antigen
0.2598,Probable Non-Antigen
0.2554,Probable Non-Antigen
-0.0794,Probable Non-Antigen
0.2137,Probable Non-Antigen
0.5111,Probable Antigen
0.4496,Probable Non-Antigen
0.0337,Probable Non-Antigen
0.2211,Probable Non-Antigen
0.363,Probable Non-Antigen
0.1326,Probable Non-Antigen
0.1129,Probable Non-Antigen
0.0503,Probable Non-Antigen
0.2342,Probable Non-Antigen
0.2334,Probable Non-Antigen
0.3968,Probable Non-Antigen
0.3158,Probable Non-Antigen
0.2845,Probable Non-Antigen
0.3326,Probable Non-Antigen
0.2413,Probable Non-Antigen
0.2391,Probable Non-Antigen
0.4901,Probable Non-Antigen
0.8907,Probable Antigen
0.29,Probable Non-Antigen
-0.192,Probable Non-Antigen
0.1574,Probable Non-Antigen
0.2532,Probable Non-Antigen
0.4035,Probable Non-Antigen
0.9177,Probable Antigen
0.6429,Probable Antigen
0.9178,Probable Antigen
0.3074,Probable Non-Antigen
0.5981,Probable Antigen
-0.2507,Probable Non-Antigen
-0.388,Probable Non-Antigen
1.5351,Probable Antigen
0.5187,Probable Antigen
0.0578,Probable Non-Antigen
0.0028,Probable Non-Antigen
0.1268,Probable Non-Antigen
0.6509,Probable Antigen
0.4855,Probable Non-Antigen
-0.0217,Probable Non-Antigen
0.1136,Probable Non-Antigen
0.1621,Probable Non-Antigen
1.0189,Probable Antigen
0.8197,Probable Antigen
0.657,Probable Antigen
0.3741,Probable Non-Antigen
0.1962,Probable Non-Antigen
0.7938,Probable Antigen
0.8266,Probable Antigen
0.0088,Probable Non-Antigen
-0.132,Probable Non-Antigen
0.0521,Probable Non-Antigen
0.129,Probable Non-Antigen
0.0325,Probable Non-Antigen
0.0375,Probable Non-Antigen
0.0841,Probable Non-Antigen
-0.0721,Probable Non-Antigen
0.238,Probable Non-Antigen
0.6319,Probable Antigen
0.2969,Probable Non-Antigen
0.5515,Probable Antigen
0.1815,Probable Non-Antigen
0.1486,Probable Non-Antigen
0.2066,Probable Non-Antigen
0.1893,Probable Non-Antigen
0.7526,Probable Antigen
-0.1474,Probable Non-Antigen
0.3572,Probable Non-Antigen
0.5058,Probable Antigen
0.6557,Probable Antigen
0.7391,Probable Antigen
-0.0214,Probable Non-Antigen
0.208,Probable Non-Antigen
0.5925,Probable Antigen
0.3493,Probable Non-Antigen
-0.1069,Probable Non-Antigen
0.3704,Probable Non-Antigen
0.5997,Probable Antigen
0.1014,Probable Non-Antigen
0.5358,Probable Antigen
1.1031,Probable Antigen
-1.6792,Probable Non-Antigen
-0.9873,Probable Non-Antigen
-0.4907,Probable Non-Antigen
0.2345,Probable Non-Antigen
0.3995,Probable Non-Antigen
-0.1858,Probable Non-Antigen
-0.2388,Probable Non-Antigen
0.9308,Probable Antigen
0.5561,Probable Antigen
0.2307,Probable Non-Antigen
0.4637,Probable Non-Antigen
0.6368,Probable Antigen
-0.1626,Probable Non-Antigen
0.9674,Probable Antigen
0.3384,Probable Non-Antigen
-0.4373,Probable Non-Antigen
0.2293,Probable Non-Antigen
0.2305,Probable Non-Antigen
0.2484,Probable Non-Antigen
-0.0632,Probable Non-Antigen
-0.236,Probable Non-Antigen
0.0707,Probable Non-Antigen
0.5626,Probable Antigen
0.2372,Probable Non-Antigen
0.5977,Probable Antigen
0.9406,Probable Antigen
1.1086,Probable Antigen
0.8043,Probable Antigen
1.0191,Probable Antigen
0.069,Probable Non-Antigen
0.2683,Probable Non-Antigen
0.2689,Probable Non-Antigen
0.9246,Probable Antigen
0.1168,Probable Non-Antigen
0.8573,Probable Antigen
0.1257,Probable Non-Antigen
0.1341,Probable Non-Antigen
-0.0245,Probable Non-Antigen
0.2311,Probable Non-Antigen
0.5715,Probable Antigen
0.5531,Probable Antigen
0.6857,Probable Antigen
0.1347,Probable Non-Antigen
0.5116,Probable Antigen
0.9996,Probable Antigen
0.7704,Probable Antigen
0.3294,Probable Non-Antigen
0.7959,Probable Antigen
0.0343,Probable Non-Antigen
0.4086,Probable Non-Antigen
0.763,Probable Antigen
-0.4788,Probable Non-Antigen
0.2446,Probable Non-Antigen
0.0983,Probable Non-Antigen
0.5085,Probable Antigen
0.7169,Probable Antigen
0.5192,Probable Antigen
0.5366,Probable Antigen
0.1374,Probable Non-Antigen
0.7118,Probable Antigen
0.0712,Probable Non-Antigen
0.2204,Probable Non-Antigen
0.623,Probable Antigen
0.7223,Probable Antigen
0.2072,Probable Non-Antigen
0.3364,Probable Non-Antigen
0.0415,Probable Non-Antigen
0.6125,Probable Antigen
0.3706,Probable Non-Antigen
0.3775,Probable Non-Antigen
-0.1076,Probable Non-Antigen
0.3385,Probable Non-Antigen
0.1851,Probable Non-Antigen
0.1733,Probable Non-Antigen
0.0026,Probable Non-Antigen
-0.1351,Probable Non-Antigen
0.1485,Probable Non-Antigen
0.7422,Probable Antigen
0.4757,Probable Non-Antigen
0.4358,Probable Non-Antigen
0.781,Probable Antigen
0.2584,Probable Non-Antigen
0.3881,Probable Non-Antigen
0.1857,Probable Non-Antigen
0.2086,Probable Non-Antigen
0.7333,Probable Antigen
0.7476,Probable Antigen
0.7317,Probable Antigen
0.5459,Probable Antigen
0.3418,Probable Non-Antigen
0.8159,Probable Antigen
0.0441,Probable Non-Antigen
1.0244,Probable Antigen
0.7427,Probable Antigen
0.9897,Probable Antigen
0.5966,Probable Antigen
0.2458,Probable Non-Antigen
-0.0092,Probable Non-Antigen
0.5995,Probable Antigen
0.7097,Probable Antigen
0.0196,Probable Non-Antigen
0.7574,Probable Antigen
0.749,Probable Antigen
0.1845,Probable Non-Antigen
0.5948,Probable Antigen
0.8146,Probable Antigen
0.886,Probable Antigen
0.8084,Probable Antigen
0.8427,Probable Antigen
0.2509,Probable Non-Antigen
0.5377,Probable Antigen
0.7081,Probable Antigen
0.4249,Probable Non-Antigen
0.9568,Probable Antigen
0.4577,Probable Non-Antigen
0.527,Probable Antigen
0.179,Probable Non-Antigen
0.2073,Probable Non-Antigen
-0.1589,Probable Non-Antigen
-0.2547,Probable Non-Antigen
1.0714,Probable Antigen
1.5346,Probable Antigen
0.6019,Probable Antigen
0.6662,Probable Antigen
1.2054,Probable Antigen
-0.0881,Probable Non-Antigen
-0.2971,Probable Non-Antigen
0.0247,Probable Non-Antigen
0.6477,Probable Antigen
0.2879,Probable Non-Antigen
0.4925,Probable Non-Antigen
0.204,Probable Non-Antigen
-0.1383,Probable Non-Antigen
0.5114,Probable Antigen
0.4203,Probable Non-Antigen
0.2435,Probable Non-Antigen
1.1784,Probable Antigen
0.4637,Probable Non-Antigen
0.5314,Probable Antigen
-0.0187,Probable Non-Antigen
-0.7863,Probable Non-Antigen
0.0279,Probable Non-Antigen
0.5932,Probable Antigen
0.4194,Probable Non-Antigen
0.4131,Probable Non-Antigen
0.1836,Probable Non-Antigen
0.5224,Probable Antigen
0.8025,Probable Antigen
0.3739,Probable Non-Antigen
0.212,Probable Non-Antigen
-0.0855,Probable Non-Antigen
0.81,Probable Antigen
-0.1094,Probable Non-Antigen
0.5872,Probable Antigen
0.4839,Probable Non-Antigen
0.9214,Probable Antigen
0.3769,Probable Non-Antigen
0.1446,Probable Non-Antigen
-0.1776,Probable Non-Antigen
-0.2178,Probable Non-Antigen
0.2078,Probable Non-Antigen
0.2183,Probable Non-Antigen
1.1327,Probable Antigen
0.2946,Probable Non-Antigen
0.5901,Probable Antigen
-0.0237,Probable Non-Antigen
-0.1518,Probable Non-Antigen
0.2805,Probable Non-Antigen
0.6333,Probable Antigen
0.0679,Probable Non-Antigen
-0.1602,Probable Non-Antigen
0.2936,Probable Non-Antigen
0.7146,Probable Antigen
0.0476,Probable Non-Antigen
0.6059,Probable Antigen
0.2357,Probable Non-Antigen
0.4924,Probable Non-Antigen
1.518,Probable Antigen
0.6421,Probable Antigen
0.8163,Probable Antigen
0.3191,Probable Non-Antigen
1.0431,Probable Antigen
0.6715,Probable Antigen
1.1384,Probable Antigen
-0.2555,Probable Non-Antigen
0.3815,Probable Non-Antigen
0.5495,Probable Antigen
0.5075,Probable Antigen
0.4364,Probable Non-Antigen
0.236,Probable Non-Antigen
0.5314,Probable Antigen
0.4353,Probable Non-Antigen
0.0922,Probable Non-Antigen
0.2157,Probable Non-Antigen
0.263,Probable Non-Antigen
0.2018,Probable Non-Antigen
0.3824,Probable Non-Antigen
0.4466,Probable Non-Antigen
0.3396,Probable Non-Antigen
0.2278,Probable Non-Antigen
0.7724,Probable Antigen
0.9133,Probable Antigen
0.8367,Probable Antigen
0.6911,Probable Antigen
0.1379,Probable Non-Antigen
0.3212,Probable Non-Antigen
0.0198,Probable Non-Antigen
0.3784,Probable Non-Antigen
0.5945,Probable Antigen
0.44,Probable Non-Antigen
0.2753,Probable Non-Antigen
0.6329,Probable Antigen
0.2569,Probable Non-Antigen
0.4646,Probable Non-Antigen
0.3554,Probable Non-Antigen
0.2954,Probable Non-Antigen
0.1275,Probable Non-Antigen
0.074,Probable Non-Antigen
0.3447,Probable Non-Antigen
0.0854,Probable Non-Antigen
0.0584,Probable Non-Antigen
0.0205,Probable Non-Antigen
1.4577,Probable Antigen
0.667,Probable Antigen
0.1941,Probable Non-Antigen
0.8857,Probable Antigen
0.2192,Probable Non-Antigen
0.5836,Probable Antigen
-0.2346,Probable Non-Antigen
0.9098,Probable Antigen
1.1883,Probable Antigen
0.3624,Probable Non-Antigen
0.932,Probable Antigen
0.1401,Probable Non-Antigen
0.7858,Probable Antigen
0.3145,Probable Non-Antigen
0.1381,Probable Non-Antigen
0.2589,Probable Non-Antigen
0.1595,Probable Non-Antigen
0.719,Probable Antigen
0.5814,Probable Antigen
0.2168,Probable Non-Antigen
-0.0428,Probable Non-Antigen
0.9603,Probable Antigen
0.6511,Probable Antigen
0.7792,Probable Antigen
0.3731,Probable Non-Antigen
0.9478,Probable Antigen
0.9842,Probable Antigen
0.5807,Probable Antigen
1.8729,Probable Antigen
-0.0942,Probable Non-Antigen
0.6513,Probable Antigen
0.5721,Probable Antigen
-0.0441,Probable Non-Antigen
0.6137,Probable Antigen
0.5304,Probable Antigen
0.2931,Probable Non-Antigen
0.26,Probable Non-Antigen
0.3873,Probable Non-Antigen
0.2139,Probable Non-Antigen
0.3258,Probable Non-Antigen
0.3381,Probable Non-Antigen
0.6281,Probable Antigen
0.6097,Probable Antigen
0.1684,Probable Non-Antigen
0.4139,Probable Non-Antigen
0.2997,Probable Non-Antigen
0.6061,Probable Antigen
0.5899,Probable Antigen
0.4472,Probable Non-Antigen
0.5816,Probable Antigen
0.5305,Probable Antigen
-0.2088,Probable Non-Antigen
0.6373,Probable Antigen
0.1738,Probable Non-Antigen
0.5583,Probable Antigen
0.1847,Probable Non-Antigen
0.8689,Probable Antigen
0.3771,Probable Non-Antigen
0.2264,Probable Non-Antigen
0.6422,Probable Antigen
0.3321,Probable Non-Antigen
-0.3838,Probable Non-Antigen
-0.2564,Probable Non-Antigen
1.6971,Probable Antigen
0.6251,Probable Antigen
1.367,Probable Antigen
0.7594,Probable Antigen
0.629,Probable Antigen
0.2165,Probable Non-Antigen
-0.2267,Probable Non-Antigen
1.0404,Probable Antigen
0.5057,Probable Antigen
-0.0749,Probable Non-Antigen
0.632,Probable Antigen
0.2702,Probable Non-Antigen
1.4147,Probable Antigen
0.7038,Probable Antigen
0.8134,Probable Antigen
0.4248,Probable Non-Antigen
1.4562,Probable Antigen
0.478,Probable Non-Antigen
0.6237,Probable Antigen
0.4312,Probable Non-Antigen
0.053,Probable Non-Antigen
1.1533,Probable Antigen
0.3189,Probable Non-Antigen
0.8569,Probable Antigen
0.2324,Probable Non-Antigen
0.576,Probable Antigen
0.5331,Probable Antigen
0.8587,Probable Antigen
0.7746,Probable Antigen
0.3573,Probable Non-Antigen
0.3284,Probable Non-Antigen
0.0606,Probable Non-Antigen
0.2387,Probable Non-Antigen
0.2995,Probable Non-Antigen
0.6095,Probable Antigen
0.8133,Probable Antigen
0.7247,Probable Antigen
0.3393,Probable Non-Antigen
0.7303,Probable Antigen
0.5878,Probable Antigen
0.3221,Probable Non-Antigen
0.5611,Probable Antigen
0.7115,Probable Antigen
1.1187,Probable Antigen
0.7235,Probable Antigen
0.2504,Probable Non-Antigen
-0.0848,Probable Non-Antigen
0.7636,Probable Antigen
0.5274,Probable Antigen
0.5216,Probable Antigen
0.3807,Probable Non-Antigen
0.9813,Probable Antigen
0.5753,Probable Antigen
0.4661,Probable Non-Antigen
0.3763,Probable Non-Antigen
0.3868,Probable Non-Antigen
0.3138,Probable Non-Antigen
0.6653,Probable Antigen
-0.371,Probable Non-Antigen
0.5854,Probable Antigen
1.2355,Probable Antigen
0.4745,Probable Non-Antigen
-0.1857,Probable Non-Antigen
0.1778,Probable Non-Antigen
-0.0695,Probable Non-Antigen
0.7445,Probable Antigen
0.094,Probable Non-Antigen
0.4257,Probable Non-Antigen
0.4763,Probable Non-Antigen
0.3827,Probable Non-Antigen
0.3822,Probable Non-Antigen
0.0338,Probable Non-Antigen
0.1296,Probable Non-Antigen
0.3305,Probable Non-Antigen
0.9747,Probable Antigen
0.6969,Probable Antigen
0.2378,Probable Non-Antigen
0.8971,Probable Antigen
0.4744,Probable Non-Antigen
0.7693,Probable Antigen
-0.043,Probable Non-Antigen
0.3112,Probable Non-Antigen
0.1896,Probable Non-Antigen
0.4376,Probable Non-Antigen
0.1606,Probable Non-Antigen
1.029,Probable Antigen
0.6196,Probable Antigen
0.6305,Probable Antigen
0.4953,Probable Non-Antigen
0.5153,Probable Antigen
0.5136,Probable Antigen
0.3511,Probable Non-Antigen
0.7705,Probable Antigen
0.6037,Probable Antigen
0.2369,Probable Non-Antigen
0.5023,Probable Antigen
0.2197,Probable Non-Antigen
0.4346,Probable Non-Antigen
0.4571,Probable Non-Antigen
0.3247,Probable Non-Antigen
0.4616,Probable Non-Antigen
-0.0186,Probable Non-Antigen
0.3191,Probable Non-Antigen
0.415,Probable Non-Antigen
0.328,Probable Non-Antigen
0.6318,Probable Antigen
0.2345,Probable Non-Antigen
1.4384,Probable Antigen
0.3566,Probable Non-Antigen
0.7955,Probable Antigen
0.0601,Probable Non-Antigen
0.6893,Probable Antigen
0.6186,Probable Antigen
0.098,Probable Non-Antigen
0.7299,Probable Antigen
0.5074,Probable Antigen
1.1285,Probable Antigen
0.4248,Probable Non-Antigen
0.9109,Probable Antigen
0.551,Probable Antigen
0.4459,Probable Non-Antigen
0.7282,Probable Antigen
0.6193,Probable Antigen
0.6982,Probable Antigen
0.7203,Probable Antigen
0.989,Probable Antigen
0.5159,Probable Antigen
-0.0421,Probable Non-Antigen
0.946,Probable Antigen
0.243,Probable Non-Antigen
0.7491,Probable Antigen
0.5492,Probable Antigen
-0.2518,Probable Non-Antigen
0.553,Probable Antigen
0.7172,Probable Antigen
0.4698,Probable Non-Antigen
0.9294,Probable Antigen
0.8519,Probable Antigen
0.2197,Probable Non-Antigen
0.737,Probable Antigen
0.1254,Probable Non-Antigen
0.1057,Probable Non-Antigen
0.1906,Probable Non-Antigen
0.0583,Probable Non-Antigen
0.4334,Probable Non-Antigen
0.3951,Probable Non-Antigen
0.4639,Probable Non-Antigen
1.0485,Probable Antigen
-0.1565,Probable Non-Antigen
0.5979,Probable Antigen
0.2066,Probable Non-Antigen
-0.3426,Probable Non-Antigen
1.1953,Probable Antigen
-0.5334,Probable Non-Antigen
0.3102,Probable Non-Antigen
-0.0013,Probable Non-Antigen
0.5451,Probable Antigen
0.6569,Probable Antigen
0.0484,Probable Non-Antigen
0.055,Probable Non-Antigen
0.8287,Probable Antigen
0.4458,Probable Non-Antigen
0.0529,Probable Non-Antigen
1.1638,Probable Antigen
-0.3559,Probable Non-Antigen
0.9671,Probable Antigen
0.351,Probable Non-Antigen
-0.1515,Probable Non-Antigen
0.0992,Probable Non-Antigen
0.988,Probable Antigen
0.5925,Probable Antigen
0.3529,Probable Non-Antigen
0.244,Probable Non-Antigen
-0.1246,Probable Non-Antigen
0.751,Probable Antigen
-0.281,Probable Non-Antigen
0.5923,Probable Antigen
0.2409,Probable Non-Antigen
0.2504,Probable Non-Antigen
0.382,Probable Non-Antigen
0.3925,Probable Non-Antigen
0.3277,Probable Non-Antigen
0.0134,Probable Non-Antigen
0.2363,Probable Non-Antigen
0.2272,Probable Non-Antigen
0.6646,Probable Antigen
0.0951,Probable Non-Antigen
0.705,Probable Antigen
0.5578,Probable Antigen
0.3694,Probable Non-Antigen
0.3087,Probable Non-Antigen
0.1626,Probable Non-Antigen
0.8266,Probable Antigen
-0.0762,Probable Non-Antigen
0.1201,Probable Non-Antigen
