antigenicity_score,antigen_prediction
0.3925,Probable Non-Antigen
0.3265,Probable Non-Antigen
0.0636,Probable Non-Antigen
0.2073,Probable Non-Antigen
0.2396,Probable Non-Antigen
0.1826,Probable Non-Antigen
0.3777,Probable Non-Antigen
0.3334,Probable Non-Antigen
0.5256,Probable Antigen
0.2334,Probable Non-Antigen
0.4995,Probable Non-Antigen
1.1274,Probable Antigen
0.4842,Probable Non-Antigen
0.2163,Probable Non-Antigen
0.1379,Probable Non-Antigen
0.9109,Probable Antigen
0.5732,Probable Antigen
0.5314,Probable Antigen
0.055,Probable Non-Antigen
0.5977,Probable Antigen
0.3881,Probable Non-Antigen
0.4458,Probable Non-Antigen
0.3197,Probable Non-Antigen
0.3775,Probable Non-Antigen
0.44,Probable Non-Antigen
0.5624,Probable Antigen
-0.156,Probable Non-Antigen
0.5058,Probable Antigen
0.6806,Probable Antigen
0.3493,Probable Non-Antigen
-0.192,Probable Non-Antigen
0.8547,Probable Antigen
0.7333,Probable Antigen
0.3771,Probable Non-Antigen
1.0191,Probable Antigen
-0.0916,Probable Non-Antigen
-0.0812,Probable Non-Antigen
0.0395,Probable Non-Antigen
0.236,Probable Non-Antigen
0.069,Probable Non-Antigen
0.7797,Probable Antigen
0.7785,Probable Antigen
0.3455,Probable Non-Antigen
0.615,Probable Antigen
0.5933,Probable Antigen
-0.1744,Probable Non-Antigen
0.4026,Probable Non-Antigen
-0.0699,Probable Non-Antigen
0.1089,Probable Non-Antigen
0.0854,Probable Non-Antigen
0.3168,Probable Non-Antigen
0.5075,Probable Antigen
0.7633,Probable Antigen
0.7043,Probable Antigen
1.0386,Probable Antigen
0.2402,Probable Non-Antigen
-0.1484,Probable Non-Antigen
0.44,Probable Non-Antigen
0.8947,Probable Antigen
0.6137,Probable Antigen
0.6641,Probable Antigen
0.0427,Probable Non-Antigen
-0.033,Probable Non-Antigen
0.2439,Probable Non-Antigen
0.4257,Probable Non-Antigen
-1.6792,Probable Non-Antigen
-0.1656,Probable Non-Antigen
0.0925,Probable Non-Antigen
