antigenicity_score,antigen_prediction
0.2574,Probable Non-Antigen
0.4622,Probable Non-Antigen
0.0423,Probable Non-Antigen
0.1213,Probable Non-Antigen
0.979,Probable Antigen
0.1893,Probable Non-Antigen
0.1422,Probable Non-Antigen
0.2787,Probable Non-Antigen
0.5785,Probable Antigen
0.5054,Probable Antigen
-0.0206,Probable Non-Antigen
0.8016,Probable Antigen
0.1867,Probable Non-Antigen
0.3543,Probable Non-Antigen
0.986,Probable Antigen
0.988,Probable Antigen
0.2484,Probable Non-Antigen
1.433,Probable Antigen
0.3797,Probable Non-Antigen
0.3049,Probable Non-Antigen
0.2917,Probable Non-Antigen
1.089,Probable Antigen
0.2752,Probable Non-Antigen
0.0103,Probable Non-Antigen
0.964,Probable Antigen
0.625,Probable Antigen
0.6755,Probable Antigen
0.4166,Probable Non-Antigen
1.0218,Probable Antigen
0.3273,Probable Non-Antigen
0.4021,Probable Non-Antigen
0.7299,Probable Antigen
-0.152,Probable Non-Antigen
0.4022,Probable Non-Antigen
0.9372,Probable Antigen
0.3845,Probable Non-Antigen
0.0811,Probable Non-Antigen
0.8607,Probable Antigen
0.5783,Probable Antigen
0.1212,Probable Non-Antigen
0.064,Probable Non-Antigen
0.1995,Probable Non-Antigen
0.4095,Probable Non-Antigen
-0.041,Probable Non-Antigen
0.9832,Probable Antigen
0.1951,Probable Non-Antigen
0.5101,Probable Antigen
0.3082,Probable Non-Antigen
1.119,Probable Antigen
0.3804,Probable Non-Antigen
0.9638,Probable Antigen
0.7804,Probable Antigen
0.2473,Probable Non-Antigen
0.8231,Probable Antigen
0.5525,Probable Antigen
-0.1509,Probable Non-Antigen
-0.0825,Probable Non-Antigen
0.9601,Probable Antigen
1.0387,Probable Antigen
0.6648,Probable Antigen
0.8609,Probable Antigen
0.2147,Probable Non-Antigen
0.2779,Probable Non-Antigen
0.0828,Probable Non-Antigen
0.4446,Probable Non-Antigen
0.6408,Probable Antigen
0.6479,Probable Antigen
0.1068,Probable Non-Antigen
-0.0237,Probable Non-Antigen
0.0812,Probable Non-Antigen
0.6873,Probable Antigen
0.5162,Probable Antigen
-0.0419,Probable Non-Antigen
0.7897,Probable Antigen
0.5117,Probable Antigen
-1.3193,Probable Non-Antigen
0.6763,Probable Antigen
0.8072,Probable Antigen
0.1706,Probable Non-Antigen
0.5423,Probable Antigen
0.5637,Probable Antigen
0.1827,Probable Non-Antigen
0.6191,Probable Antigen
0.0019,Probable Non-Antigen
0.4057,Probable Non-Antigen
1.2278,Probable Antigen
0.379,Probable Non-Antigen
0.339,Probable Non-Antigen
0.1015,Probable Non-Antigen
0.2041,Probable Non-Antigen
1.3487,Probable Antigen
0.6338,Probable Antigen
0.1081,Probable Non-Antigen
0.337,Probable Non-Antigen
1.216,Probable Antigen
0.1935,Probable Non-Antigen
0.2728,Probable Non-Antigen
0.7235,Probable Antigen
-0.1579,Probable Non-Antigen
-0.2001,Probable Non-Antigen
0.4747,Probable Non-Antigen
-0.2952,Probable Non-Antigen
0.7705,Probable Antigen
0.1735,Probable Non-Antigen
0.7146,Probable Antigen
0.5806,Probable Antigen
0.6864,Probable Antigen
0.2347,Probable Non-Antigen
0.5167,Probable Antigen
0.5063,Probable Antigen
0.9249,Probable Antigen
1.4773,Probable Antigen
0.5304,Probable Antigen
0.4769,Probable Non-Antigen
0.2483,Probable Non-Antigen
0.6019,Probable Antigen
-0.194,Probable Non-Antigen
0.8435,Probable Antigen
0.4612,Probable Non-Antigen
0.2447,Probable Non-Antigen
0.7791,Probable Antigen
0.7876,Probable Antigen
0.0523,Probable Non-Antigen
0.6076,Probable Antigen
0.3763,Probable Non-Antigen
0.6021,Probable Antigen
0.0898,Probable Non-Antigen
0.6346,Probable Antigen
1.4599,Probable Antigen
0.6281,Probable Antigen
0.6076,Probable Antigen
0.6412,Probable Antigen
0.9791,Probable Antigen
0.6032,Probable Antigen
0.3985,Probable Non-Antigen
0.4228,Probable Non-Antigen
0.564,Probable Antigen
0.5447,Probable Antigen
0.8115,Probable Antigen
0.3055,Probable Non-Antigen
0.2792,Probable Non-Antigen
0.2598,Probable Non-Antigen
0.0514,Probable Non-Antigen
0.1914,Probable Non-Antigen
0.3547,Probable Non-Antigen
0.469,Probable Non-Antigen
0.4018,Probable Non-Antigen
0.7022,Probable Antigen
0.935,Probable Antigen
0.2245,Probable Non-Antigen
0.3682,Probable Non-Antigen
0.7169,Probable Antigen
0.3643,Probable Non-Antigen
0.5525,Probable Antigen
0.2047,Probable Non-Antigen
0.6259,Probable Antigen
1.1133,Probable Antigen
-0.15,Probable Non-Antigen
0.1808,Probable Non-Antigen
0.6656,Probable Antigen
0.5325,Probable Antigen
0.0701,Probable Non-Antigen
-0.005,Probable Non-Antigen
0.7404,Probable Antigen
1.0101,Probable Antigen
0.5868,Probable Antigen
0.5396,Probable Antigen
0.9654,Probable Antigen
-0.0933,Probable Non-Antigen
-0.0147,Probable Non-Antigen
0.5124,Probable Antigen
0.5008,Probable Antigen
-0.1047,Probable Non-Antigen
0.4326,Probable Non-Antigen
0.7779,Probable Antigen
1.0159,Probable Antigen
0.1995,Probable Non-Antigen
-0.0139,Probable Non-Antigen
0.2335,Probable Non-Antigen
0.8956,Probable Antigen
0.9829,Probable Antigen
1.2081,Probable Antigen
0.435,Probable Non-Antigen
0.9123,Probable Antigen
0.1153,Probable Non-Antigen
0.9255,Probable Antigen
1.0338,Probable Antigen
0.7361,Probable Antigen
0.1971,Probable Non-Antigen
1.4377,Probable Antigen
1.3909,Probable Antigen
0.2601,Probable Non-Antigen
-0.4674,Probable Non-Antigen
0.6606,Probable Antigen
0.4243,Probable Non-Antigen
0.7161,Probable Antigen
0.5291,Probable Antigen
0.2138,Probable Non-Antigen
0.5604,Probable Antigen
0.117,Probable Non-Antigen
1.0175,Probable Antigen
0.7122,Probable Antigen
0.9766,Probable Antigen
0.2535,Probable Non-Antigen
0.632,Probable Antigen
1.3023,Probable Antigen
0.071,Probable Non-Antigen
0.2174,Probable Non-Antigen
0.0313,Probable Non-Antigen
0.5835,Probable Antigen
-0.5964,Probable Non-Antigen
0.5838,Probable Antigen
0.5485,Probable Antigen
0.7324,Probable Antigen
0.0009,Probable Non-Antigen
0.2902,Probable Non-Antigen
0.1086,Probable Non-Antigen
0.0158,Probable Non-Antigen
0.534,Probable Antigen
0.2608,Probable Non-Antigen
0.3044,Probable Non-Antigen
0.6785,Probable Antigen
0.27,Probable Non-Antigen
1.2667,Probable Antigen
0.2353,Probable Non-Antigen
1.0165,Probable Antigen
0.6128,Probable Antigen
0.859,Probable Antigen
0.3745,Probable Non-Antigen
0.7282,Probable Antigen
-0.5141,Probable Non-Antigen
0.9252,Probable Antigen
0.0883,Probable Non-Antigen
0.8195,Probable Antigen
0.5288,Probable Antigen
0.7145,Probable Antigen
1.674,Probable Antigen
0.0741,Probable Non-Antigen
0.7549,Probable Antigen
0.968,Probable Antigen
1.1154,Probable Antigen
1.0958,Probable Antigen
0.3075,Probable Non-Antigen
0.7484,Probable Antigen
1.0597,Probable Antigen
0.3544,Probable Non-Antigen
0.6905,Probable Antigen
0.1627,Probable Non-Antigen
0.1108,Probable Non-Antigen
-0.7711,Probable Non-Antigen
0.5542,Probable Antigen
0.7167,Probable Antigen
0.7347,Probable Antigen
0.8509,Probable Antigen
1.3797,Probable Antigen
0.3658,Probable Non-Antigen
0.2361,Probable Non-Antigen
1.5709,Probable Antigen
-0.3045,Probable Non-Antigen
-0.3085,Probable Non-Antigen
0.5014,Probable Antigen
0.9478,Probable Antigen
0.6679,Probable Antigen
0.443,Probable Non-Antigen
0.6171,Probable Antigen
0.7777,Probable Antigen
0.5271,Probable Antigen
-0.3031,Probable Non-Antigen
0.6864,Probable Antigen
0.2452,Probable Non-Antigen
0.6652,Probable Antigen
0.156,Probable Non-Antigen
-0.1093,Probable Non-Antigen
0.2584,Probable Non-Antigen
0.4332,Probable Non-Antigen
0.8347,Probable Antigen
0.3176,Probable Non-Antigen
-0.9087,Probable Non-Antigen
0.6485,Probable Antigen
0.1543,Probable Non-Antigen
0.3227,Probable Non-Antigen
0.5627,Probable Antigen
1.1349,Probable Antigen
0.6752,Probable Antigen
0.144,Probable Non-Antigen
-0.237,Probable Non-Antigen
0.1722,Probable Non-Antigen
0.4736,Probable Non-Antigen
-0.2333,Probable Non-Antigen
0.4262,Probable Non-Antigen
0.6478,Probable Antigen
-0.3633,Probable Non-Antigen
-0.1165,Probable Non-Antigen
0.6163,Probable Antigen
0.2889,Probable Non-Antigen
0.1639,Probable Non-Antigen
0.7369,Probable Antigen
0.8222,Probable Antigen
0.7207,Probable Antigen
0.7563,Probable Antigen
1.169,Probable Antigen
-0.0775,Probable Non-Antigen
0.3243,Probable Non-Antigen
0.631,Probable Antigen
0.3711,Probable Non-Antigen
0.0442,Probable Non-Antigen
0.5572,Probable Antigen
0.0102,Probable Non-Antigen
0.534,Probable Antigen
0.7561,Probable Antigen
0.2635,Probable Non-Antigen
0.4797,Probable Non-Antigen
0.9573,Probable Antigen
-0.1489,Probable Non-Antigen
0.3076,Probable Non-Antigen
0.6712,Probable Antigen
0.6093,Probable Antigen
0.4436,Probable Non-Antigen
0.3129,Probable Non-Antigen
-0.0983,Probable Non-Antigen
0.2217,Probable Non-Antigen
0.7454,Probable Antigen
-0.3284,Probable Non-Antigen
0.7199,Probable Antigen
0.4341,Probable Non-Antigen
0.0496,Probable Non-Antigen
0.3109,Probable Non-Antigen
0.9809,Probable Antigen
0.3747,Probable Non-Antigen
0.1916,Probable Non-Antigen
0.914,Probable Antigen
0.4663,Probable Non-Antigen
0.3968,Probable Non-Antigen
0.7829,Probable Antigen
0.0267,Probable Non-Antigen
-0.204,Probable Non-Antigen
-0.4749,Probable Non-Antigen
0.5555,Probable Antigen
-0.1839,Probable Non-Antigen
-0.1265,Probable Non-Antigen
0.9515,Probable Antigen
1.202,Probable Antigen
0.2605,Probable Non-Antigen
0.5127,Probable Antigen
0.7507,Probable Antigen
0.0132,Probable Non-Antigen
-0.0787,Probable Non-Antigen
0.3176,Probable Non-Antigen
0.4603,Probable Non-Antigen
0.598,Probable Antigen
-0.0323,Probable Non-Antigen
0.5562,Probable Antigen
1.0793,Probable Antigen
0.1319,Probable Non-Antigen
0.4782,Probable Non-Antigen
1.026,Probable Antigen
0.0327,Probable Non-Antigen
0.1895,Probable Non-Antigen
0.1101,Probable Non-Antigen
1.4769,Probable Antigen
1.106,Probable Antigen
0.6858,Probable Antigen
-0.036,Probable Non-Antigen
0.4495,Probable Non-Antigen
0.8169,Probable Antigen
0.1353,Probable Non-Antigen
-0.8791,Probable Non-Antigen
-0.0372,Probable Non-Antigen
0.8156,Probable Antigen
0.7509,Probable Antigen
0.9153,Probable Antigen
0.3721,Probable Non-Antigen
1.3047,Probable Antigen
0.5795,Probable Antigen
0.0059,Probable Non-Antigen
0.1029,Probable Non-Antigen
0.6264,Probable Antigen
-0.1794,Probable Non-Antigen
-0.1311,Probable Non-Antigen
0.4502,Probable Non-Antigen
0.6579,Probable Antigen
0.186,Probable Non-Antigen
0.3636,Probable Non-Antigen
0.8101,Probable Antigen
-0.1094,Probable Non-Antigen
-0.3425,Probable Non-Antigen
0.3105,Probable Non-Antigen
0.3013,Probable Non-Antigen
0.0524,Probable Non-Antigen
0.1328,Probable Non-Antigen
0.4528,Probable Non-Antigen
0.2954,Probable Non-Antigen
0.3517,Probable Non-Antigen
1.3976,Probable Antigen
0.9452,Probable Antigen
0.7644,Probable Antigen
0.3459,Probable Non-Antigen
0.6003,Probable Antigen
0.8239,Probable Antigen
1.0262,Probable Antigen
-0.4191,Probable Non-Antigen
0.433,Probable Non-Antigen
0.031,Probable Non-Antigen
0.5103,Probable Antigen
-0.3036,Probable Non-Antigen
0.4987,Probable Non-Antigen
0.5582,Probable Antigen
0.5606,Probable Antigen
-0.1517,Probable Non-Antigen
0.2789,Probable Non-Antigen
-0.229,Probable Non-Antigen
0.0178,Probable Non-Antigen
0.6526,Probable Antigen
0.8194,Probable Antigen
0.5742,Probable Antigen
0.4038,Probable Non-Antigen
-0.2345,Probable Non-Antigen
0.9138,Probable Antigen
-0.3198,Probable Non-Antigen
1.3096,Probable Antigen
0.828,Probable Antigen
1.0937,Probable Antigen
0.6137,Probable Antigen
0.4235,Probable Non-Antigen
0.2737,Probable Non-Antigen
0.165,Probable Non-Antigen
0.4358,Probable Non-Antigen
0.615,Probable Antigen
0.2026,Probable Non-Antigen
0.5056,Probable Antigen
0.3037,Probable Non-Antigen
0.3583,Probable Non-Antigen
0.8986,Probable Antigen
1.674,Probable Antigen
0.6533,Probable Antigen
0.2073,Probable Non-Antigen
0.9011,Probable Antigen
0.5759,Probable Antigen
0.5308,Probable Antigen
0.5606,Probable Antigen
-0.1492,Probable Non-Antigen
-0.082,Probable Non-Antigen
-0.5467,Probable Non-Antigen
1.4085,Probable Antigen
0.7663,Probable Antigen
0.9934,Probable Antigen
-0.3639,Probable Non-Antigen
0.7563,Probable Antigen
0.8209,Probable Antigen
0.7238,Probable Antigen
0.8739,Probable Antigen
0.7428,Probable Antigen
0.5017,Probable Antigen
0.5128,Probable Antigen
0.1273,Probable Non-Antigen
0.6846,Probable Antigen
1.2256,Probable Antigen
-0.4519,Probable Non-Antigen
0.2435,Probable Non-Antigen
1.1072,Probable Antigen
0.5442,Probable Antigen
0.6434,Probable Antigen
0.0211,Probable Non-Antigen
0.4407,Probable Non-Antigen
0.2631,Probable Non-Antigen
0.453,Probable Non-Antigen
0.2085,Probable Non-Antigen
-0.1245,Probable Non-Antigen
0.1322,Probable Non-Antigen
-0.52,Probable Non-Antigen
0.5628,Probable Antigen
0.5921,Probable Antigen
1.6239,Probable Antigen
0.3301,Probable Non-Antigen
0.7025,Probable Antigen
0.5172,Probable Antigen
0.9646,Probable Antigen
0.0548,Probable Non-Antigen
0.241,Probable Non-Antigen
-0.0092,Probable Non-Antigen
0.599,Probable Antigen
0.082,Probable Non-Antigen
1.0109,Probable Antigen
0.3389,Probable Non-Antigen
0.4118,Probable Non-Antigen
0.7698,Probable Antigen
0.6821,Probable Antigen
0.6635,Probable Antigen
0.0462,Probable Non-Antigen
0.3127,Probable Non-Antigen
0.4863,Probable Non-Antigen
0.7648,Probable Antigen
1.0155,Probable Antigen
0.4511,Probable Non-Antigen
0.5631,Probable Antigen
0.3419,Probable Non-Antigen
0.4944,Probable Non-Antigen
-0.0027,Probable Non-Antigen
0.3136,Probable Non-Antigen
0.5676,Probable Antigen
0.4725,Probable Non-Antigen
0.9647,Probable Antigen
0.0039,Probable Non-Antigen
0.3191,Probable Non-Antigen
0.8396,Probable Antigen
0.6807,Probable Antigen
0.6927,Probable Antigen
0.1646,Probable Non-Antigen
0.2219,Probable Non-Antigen
0.1721,Probable Non-Antigen
0.6093,Probable Antigen
0.6784,Probable Antigen
0.0499,Probable Non-Antigen
0.245,Probable Non-Antigen
1.0814,Probable Antigen
1.0071,Probable Antigen
0.3115,Probable Non-Antigen
0.6743,Probable Antigen
0.262,Probable Non-Antigen
0.3046,Probable Non-Antigen
0.6399,Probable Antigen
1.1103,Probable Antigen
1.2936,Probable Antigen
0.1791,Probable Non-Antigen
1.0463,Probable Antigen
-0.3979,Probable Non-Antigen
0.5181,Probable Antigen
0.7428,Probable Antigen
0.3719,Probable Non-Antigen
0.8521,Probable Antigen
0.3367,Probable Non-Antigen
0.356,Probable Non-Antigen
0.463,Probable Non-Antigen
0.1289,Probable Non-Antigen
1.2013,Probable Antigen
0.2916,Probable Non-Antigen
1.6988,Probable Antigen
0.4404,Probable Non-Antigen
0.4627,Probable Non-Antigen
1.0556,Probable Antigen
0.1525,Probable Non-Antigen
0.1316,Probable Non-Antigen
0.546,Probable Antigen
0.0746,Probable Non-Antigen
0.709,Probable Antigen
0.4788,Probable Non-Antigen
0.4471,Probable Non-Antigen
-0.07,Probable Non-Antigen
1.0192,Probable Antigen
0.3259,Probable Non-Antigen
0.641,Probable Antigen
0.2272,Probable Non-Antigen
0.0873,Probable Non-Antigen
0.3682,Probable Non-Antigen
0.236,Probable Non-Antigen
0.1001,Probable Non-Antigen
-0.3053,Probable Non-Antigen
